doc,dt,pid,texto,n_palavras
202304,2023-04-01,4,"O crédito ampliado às famílias permaneceu estável em R$3,5 trilhões (34, 7% do PIB) em março , com variação de 1 6,2% em doze meses, em função do incremento nos empréstimos do SFN.",33
202304,2023-04-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202304,2023-04-01,6,"O saldo das operações de crédito do SFN alcançou R$5,4 trilhões em março , expansão de 0,7% no mês . Esse resultado decorreu dos incrementos mensais de 0,6% no saldo do crédito destinado às empresas , para R$2,1 trilhões , e de 0,8% no saldo do crédito para as famílias, que atingiu R$3,3 trilhões . Comparativamente ao mesmo mês do ano anterior , o saldo do crédito total cresceu 12,0 % em março , desacelerando ante a expansão de 12,7 % no mês anterior . Por segmento , no mesmo período de comparação , tanto o crédito para às empresas quanto às famílias também desacelera ram, para 5,5% ante 6,0% em fevereiro e para 16,5% ante 17,4% , na mesma ordem .",122
202304,2023-04-01,7,"O saldo das operações de crédito com recursos livres para as pessoas jurídicas somou R$1, 4 trilhão em março , incrementos de 1,1% no mês e de 4,6% em doze meses . Esse desempenho decorreu, basicamente, da expansão da carteira de desconto de duplicatas , 7,5%, influenciada pela sazonalidade do período, bem como dos incrementos das carteiras d e cartão de crédito total , 19,1% , e de adiantamentos de contratos de câmbio – ACC, 5,6% .",77
202304,2023-04-01,8,"Nota para a Imprensa – 26.4 .2023 O saldo das operações de crédito com recursos livre s às pessoas físicas totalizou R$1,8 trilhão em março , crescimento de 0,6% no mês e de 15,4 % em doze meses . Destacaram -se as evoluções das carteiras de cartão de crédito total , 1,8%, aquisição de veículos , 0,8%, bem como as de crédito pessoal consignado para trabalhadores do setor público , 0,4% , e para aposentados e pensionistas do INSS , 0,6%.",81
202304,2023-04-01,9,"O saldo das operações de crédito direcionado alcançou R$2,2 trilhões em março , com aumentos de 0,6% no mês e de 14,2% comparativamente a março de 2022 . O crédito direcionado ao segmento empresarial recuo u 0,3% no mês e cresceu 7,3% em doze meses , totalizando R$735,8 bilhões . O crédito direcionado às famílias continuou em expansão , com aumentos de 1,1% no mês e de 18,0 % em doze meses .",73
202304,2023-04-01,10,"As concessões nominais de crédito totalizaram R$523,1 bilhões em março . Nas séries sazonalmente ajustadas , o total de novas concessões recuou 1,0% no mês , com reduç ões de 2,6% nas operações realizadas com pessoas jurídicas e de 2,2% nas concessões a pessoas físicas . Na com paração com o mesmo período do ano anterior , a s concessões nominais cresceram 14,8 % em março , com avanços de 11,8% nas contratações com empresas e 17,3% com as famílias .",81
202304,2023-04-01,11,"O custo médio das novas concessões de crédito alcançou 31,6 % a.a. em março , com aumentos de 0,4 p.p. no mês e de 4,7 p.p. em doze meses . O spread bancário das novas concessões permaneceu em 20,9 p.p., mantendo -se estável no mês e elevando -se 3,6 p.p. na comparação interanual.",53
202304,2023-04-01,12,"Nas operações de crédito com recursos livre s, os juros médio s das novas concessões alcanç aram 44,3 % a.a. em março , com elevações de 0,1 p.p. no mês e de 7,0 p.p. em doze meses . Nas operações com o segmento empresarial , o custo médio do crédito livre situou -se em 24,1% a.a. , mantendo -se estável no mês e crescendo 2,7 p.p. em doze meses . Nas operações realizadas com as pessoas físicas , a taxa de juros manteve -se inalterad a em relação ao mês anterior , em 58,3% a.a. , e aumentou 8,7 p.p. em doze meses.",103
202304,2023-04-01,13,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, permaneceu estável no mês em 22,3% a.a. , elevando -se 2, 8 p.p. em 12 meses.",34
202304,2023-04-01,14,250300350400450500550600 mar 21 mai 21 jul 21 set 21 nov 21 jan 22 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23R$ bilhõesConcessões de crédito Dessazonalizado Nominal,32
202304,2023-04-01,15,"Nota para a Imprensa – 26.4 .2023 A inadimplência da carteira de crédito do SFN permaneceu estável em março , em 3,3%. A inadimplência nas carteiras de pessoas jurídicas e de pessoas físicas também ficaram estáveis em 2,1% e 4,1%, respectivamente . No crédito com recursos livres, a inadimplência aumentou 0,1 p.p. ao atingir 4,6%.",55
202304,2023-04-01,16,"O endividamento das famílias com o SFN alcançou 48, 6% em fevereiro , o que representou decréscimos de 0, 3 p.p. no mês e de 1, 2 p.p. em 12 meses. Nas mesmas bases de comparação, o comprometimento de renda registrou elevações de 0, 1 p.p. no mês e de 0, 8 p.p. em 12 meses, situando -se em 27, 4%.",61
202304,2023-04-01,17,"A base monetária alcançou R$413,3 bilhões no mês de março, crescimento de 2,4% no mês e 7,1% em doze meses. No mês, o volume de papel -moeda em circulação reduziu -se 2,1% e as reservas bancárias aumentaram 25,9%.",38
202304,2023-04-01,18,"Entre os fluxos mensais dos fatores condicionantes da base monetária, impactaram de forma expansionista as operações do Tesouro Nacional, R$6,9 bilhões, as do setor externo, R$30,3 bilhões , e as com títulos públicos federais, R$29,9 bilhões (resgates líquidos de R$26,6 bilhões no mercado primário e compras líquidas de R$3,2 bilhões no mercado secundário). Impactaram de forma contracionista as operações com derivativos, R$11,7 bilhões, as de Redesconto e de Li nhas de Liquidez, R$14,9 bilhões , e os depósitos de instituições financeiras, R$ 20,7 bilhões (recebimentos de depósitos voluntários a prazo, -R$16,2 bilhões, recolhimentos de recursos de depósitos a prazo, -R$5,2 bilhões e de recursos de caderneta de poup ança, -R$728 milhões, liberações recursos do Proagro, +R$658 milhões e de depósitos de garantia em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, +R$882 milhões).",134
202304,2023-04-01,19,"Os meios de pagamento restritos (M1) atingi ram R$584,5 bilhões, decréscimo de 1 ,1% no mês, resultado da redução do papel -moeda em poder do público e dos depósitos à vista em 1,6% e 0,6%, respectivamente. Considerando -se dados dessazonalizados, o M1 registrou contração de 1,2% no mês.",48
202304,2023-04-01,20,"O M2 cresc eu 0,5% no mês, com saldo total de R$5 ,1 trilhões, refletindo o aumento de 0,9% no saldo de títulos emitidos por instituições financeiras que alcançou R$3,6 trilhões, com expansão de 1,1% no saldo das letras de crédito (LCA e LCI) e de 0,2% no saldo das letras financeiras. O saldo dos depósito s a prazo aumentou 1,0% após registrar captação líquida de R$91,7 bilhões no período, enquanto o saldo dos",74
202304,2023-04-01,21,"Nota para a Imprensa – 26.4 .2023 depósitos de poupança não apresentou variação, totalizando R$970 bilhões, após resgates líquidos de R$6,1 bilhões. O M3 cresceu 0,7% no período, tota lizando R$9,8 trilhões, reflexo do aumento no saldo do M2 e do crescimento de 0,4% no saldo das quotas de fundos do mercado monetário (R$4,5 trilhões). O M4 avançou 0,6% no mês, totalizando R$10,9 trilhões. Em 12 meses a variação alcançou 10,1%.",71
202304,2023-04-01,22,4. Aprimoram ento na divulgação das estatísticas diári as de agregados monetários,12
202304,2023-04-01,23,"O Banco Central do Brasil publica semanalmente as estatísticas diári as de agregados monetários , nos Indicadores Econômicos Selecionados (Indeco). Adicionalmente, tais estatísticas são atualizadas mensalmente no Sistema de Séries Temporais (SGS) , na data de publicação d esta Nota para a Imprensa – Estatísticas Monetárias e de Crédito. A partir d este mês de abril , esses procedimentos de divulgação foram aprimorados. A atualização das estatísticas diárias de agregados monetários no SGS passou ser feita semanalmente , na mesma data de publica ção das tabelas do Indeco. Dessa forma, tais estatísticas tornaram -se mais acessíveis e ficam disponíveis de forma permanente a todos os usuários. Consequentemente, esse s dados diários foram retirados das tabelas de agregados monetários desta Nota para a Imprensa, uma vez que sua publicação mais tempestiva ocorre agora tanto no Indeco quanto no SGS, permanecendo na Nota para a Imprensa a série histórica de dados mensais.",150
202305,2023-05-01,1,Nota para a Imprensa – 30.5 .2023 1. Crédito ampliado ao setor não financeiro,14
202305,2023-05-01,2,"Em abril , o saldo do crédito ampliado ao setor não financeiro alcançou R$1 5,1 trilhões (147, 8% do PIB), crescendo 0, 6% no mês, devido principalmente à alta de 2,5% do saldo dos títulos públicos . Na comparação interanual, o crédito ampliado cresceu 10,7%, prevalecendo as elevações na carteira de empréstimos do SFN, 1 1,3%, e dos títulos de dívida, 12,1%.",62
202305,2023-05-01,3,"O crédito ampliado a empresas atingiu R$5, 2 trilhões (51, 2% do PIB), diminuição de 0,5% no mês, influenciada principalmente pela queda dos empréstimos da dívida externa, 3,2%, em função da apreciação cambial de 2,4%. Em relação a abril de 2022, a expansão de 1 1,9% do crédito ampliado a empresas refletiu principalmente os aumentos de 3 1,6% em títulos de dívida e de 5,1% na carteira de empréstimos do SFN .",72
202305,2023-05-01,4,"O crédito ampliado às famílias apresentou redução de 0,4% no mês, situando -se em R$3,5 trilhões (34, 5% do PIB) em abril , com expansão de 1 5,1% em doze meses, refletindo o incremento nos empréstimos do SFN.",38
202305,2023-05-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202305,2023-05-01,6,"O volume de crédito do SFN alcançou R$5,4 trilhões em abril , permanecendo estável no mês ( com recuo mensal de 0,1 %). Esse desempenho resultou da diminuição de 0,6% no crédito destinado às pessoas jurídicas , para R$2,1 trilhões , em contraposição ao incremento de 0,2 % no crédito às pessoas físicas , saldo de R$3,3 trilhões . Em doze meses , o crédito total cresceu 11,1 % até abril , com arrefecimento em relação ao crescimento de 12,1% no mês anterior . Na mesma base de comparação, as operações de crédito pactuadas com as empresas e com as famílias desaceleraram, com incrementos de 4,6% , ante 5,7% , e de 15,7% , ante 16,7%, respectivamente .",118
202305,2023-05-01,7,"O volume de crédito com recursos livres para as empresas alcançou R$1, 3 trilhão em abril , retração mensal de 1,0% e expansão de 2,6% em doze meses . Esse resultado decorreu, principalmente, da redução do saldo das operações de desconto de duplicatas e outros recebíveis ( -7,7%), após movimento sazonal de elevação desta carteira no mês anterior .",59
202305,2023-05-01,8,"O saldo de crédito com recursos livre s às famílias somou R$1,8 trilhão em abril , expansão de 0,3% no mês e de 13,9 % em doze meses . Esse movimento decorreu dos incrementos nas carteiras de crédito pessoal 0510152025 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23%Saldos de crédito -Variação em 12 meses Total Livre Direcionado",75
202305,2023-05-01,9,"Nota para a Imprensa – 30.5 .2023 não con signado (+1,8%), crédito pessoal consignado para trabalhadores do setor público (+0,6%) e crédito pessoal consignado para aposentados e pensionistas do INSS (+0,9%), basicamente. Em sentido oposto, observou -se redução na carteira de cartão de crédito à vista ( -1,5%).",48
202305,2023-05-01,10,"O saldo de crédito direcionado registrou aceleração ao atingir R$2,2 trilhões em abril , com incremento mensal de 0,2 % e de 14,7 % em doze meses (14,3% nos doze meses até março) . Por segmento, o crédito para as pessoas jurídicas cresceu 0,2% no mês e 8,5% em doze meses . O crédito a pessoas físicas cresceu 0,1% no mês e 18,1% em doze meses , com destaque para o crescimento da carteira de financiamento imobiliário com taxas reguladas (+0,5%).",81
202305,2023-05-01,11,"As concessões nominais de crédito totalizaram R$434,6 bilhões em abril . Nas séries com ajuste sazonal , o total de novas contratações recuou 1,2% no mês , com diminuições de 0,4% tanto nas operações realizadas com empresas , quanto nas realizadas com as famílias . Na com paração interanual , as concessões nominais em abril aumentaram 12,6%, com expansão de 9,1% nas contratações com pessoas jurídicas e de 15,6 % com as pessoas físicas . A ocorrência de cinco dias úteis a menos no mês de abril , comparativamente a março de 2023 , contribuiu para a elevação de 5,4% no mês nas concessões médias diárias .",107
202305,2023-05-01,12,"A taxa média de juros das novas contratações de crédito alcançou 32,2 % a.a. em abril , com incrementos de 0,4 p.p. no mês e de 4,4 p.p. comparativamente a abril do ano anterior . O spread bancário das novas contratações alcançou 21,9 p.p., aumento de 0,8 p.p. no mês e de 4,3 p.p. em doze meses .",58
202305,2023-05-01,13,"No segmento de crédito com recursos livre s, a taxa média de juros das novas contratações atingi u 45,1 % a.a. em abril , com altas de 0,6 p.p. no mês e de 7,2 p.p. na comparação interanual . Nas contratações com pessoas jurídicas , os juros médios alcançaram 23,9 % a.a. , redução mensal de 0,2 p.p. e incremento de 1,5 p.p. em doze meses . Nas contratações realizadas com pessoas físicas , os juros médios registraram elevação mensal de 1,1 p.p. e de 9,8 p.p. em doze meses , atingindo 59,7% a.a.",94
202305,2023-05-01,14,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, subiu para 22,4% a.a., elevando -se 0,3 p.p. no mês e 2,5 p.p. em 12 meses.",34
202305,2023-05-01,15,250300350400450500550600 abr 21 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23R$ bilhõesConcessões de crédito Dessazonalizado Nominal,32
202305,2023-05-01,16,"Nota para a Imprensa – 30.5 .2023 A inadimplência da carteira de crédito do SFN aumentou 0,1 p.p. no mês, atingindo 3,4% . A inadimplência da carteira de pessoas jurídicas aumentou 0,2 p.p. no mês e 0,8 p.p. em doze meses , atingindo 2,3%. Na carteira de pessoas físicas , a inadimplência subiu 0,2 p.p. no mês e 0,7 p.p. em doze meses , situando=se em 4,2%. No crédito com recursos livres, inadimplência de 4,7%, com incremento s de 0,2 p.p. no mês e de 1,2 p.p. comparativamente a abril de 2022.",92
202305,2023-05-01,17,"O endividamento das famílias atingiu 48,5% em março , com recuos de 0,1 p.p. no mês e de 1,3 p.p. em doze meses. Nas mesmas bases de comparação, o comprometimento de renda aumentou 0,3 p.p. no mês e 1,6 p.p. em doze meses, situando -se em 27,7%.",47
202305,2023-05-01,18,"A base monetária alcançou R$ 410,4 bilhões no mês de abril, decréscimo de 0,7% no mês e aumento de 3,5% em doze meses. No mês, o volume de papel -moeda em circulação diminuiu 1% e as reservas bancárias aumentaram 0,3%.",40
202305,2023-05-01,19,"Entre os fluxos mensais dos fatores condi cionantes da base monetária, resultaram em impactos contracionistas as operações com derivativos (R$14,2 bilhões ) e os depósitos de instituições financeiras (R$ 7,6 bilhões , composto por recolhimento s de recursos de caderneta de poupança, -R$639 milhões, d e recursos de depósitos a prazo, -R$4,2 bilhões , recebimentos de depósitos voluntários a prazo, -R$3,7 bilhões, liberações recursos do Proagro, +R$721 milhões , e de depósitos de garantia em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, +R$451 milhões). No sentido expansionista, atuaram as operações do Tesouro Nacional (R$1,6 bilhão ), as operações do setor externo (R$14,2 bilhões ) e as operações com títulos públicos federais (R$11,3 bilhões , composto por colocações líquidas de R$80,3 bilhões no mercado primário e compras líquidas de R$91,6 bilhões no mercado secundário).",135
202305,2023-05-01,20,"Os meios de pagamento restritos (M1) alcançaram saldo de R$589,1 bilhões, com redução de 0,3% no mês, decorrente da diminuição do papel -moeda em poder do público (-0,9% ) e da el evação dos depósitos à vista (+0,2% ), respectivamente. Considerando -se dados dessazonalizados, o M1 contraiu 1,1% no mês.",50
202305,2023-05-01,21,"O M2 alcançou saldo total de R$5,2 trilhões e cresceu 0,4% no mês, refletindo o aumento de 0,7% no saldo de títulos emitidos por instituições financeiras , que alcançou R$3,7 trilhões, refletindo a expansão",34
202305,2023-05-01,22,"Nota para a Imprensa – 30.5 .2023 de 3,4% no saldo das letras de crédito (LCA e LCI). O saldo dos depósitos a prazo cresceu 0,1% após resgates líquidos de R$16,7 bilhões no período, enquanto o saldo dos depósitos de poupança se manteve estável em R$970 bilhões, com resgates líquidos de R$6,2 bilhões. O M3 cresceu 0,1% no período, totalizando R$9,9 trilhões, reflexo do aumento do M2, contrab alançado pelo recuo de 0,2% no saldo das quotas de fundos do mercado monetário (R$4,5 trilhões). O M4 recuou 0,5% no mês, totalizando R$10,9 trilhões. Em 12 meses , expansão de 9,9%.",100
202305,2023-05-01,23,4. Revisão ordinária dos dados de cartão rotativo e parcelado,10
202305,2023-05-01,24,"Em função do disposto no art. 15, § 4º, II, combinado com o art. 38, da Instrução Normativa PRES/INSS nº 138, de 10 de novembro de 2022, as operações de cartão consignado para aposentados e pensionistas do INSS somente podem ser objeto de crédito rotativo até o vencimento da fatura subsequente, devendo ser liquidadas em parcelas mensais de igual valor após essa data. Em consequência dessa determinação , diversas instituições alteraram a classificação de parte dos saldos dessas operações , da modalidade de cartão rotativo para a modalidade de cartão parcelado. Esse movimento teve impacto mais significativo nas estatístic as de ma rço, conforme se observa na evolução dos saldos de cartão rotativo e de cartão parcelado.",117
202306,2023-06-01,1,Nota para a Imprensa – 28.6.2023 1. Crédito ampliado ao setor não financeiro,13
202306,2023-06-01,2,"Em maio , o saldo do crédito ampliado ao setor não financeiro situou -se em R$15,1 trilhões (14 6,9% do PIB), crescendo 0, 2% no mês, devido principalmente à alta de 1,5% dos empréstimos da dívida externa . Na comparação interanual, o crédito ampliado aumentou 9,9%, sobressaindo as elevações na carteira de empréstimos, 1 0,3%, e nos títulos de dívida, 9,3%.",61
202306,2023-06-01,3,"O crédito ampliado a empresas totalizou R$5, 2 trilhões (51, 1% do PIB), aumento de 0,4% no mês , influenciad o principalmente pela elevação de 1,6% n os empréstimos da dívida externa, decorrente da depreciação cambial de 1,9%. Na comparação com maio de 2022, a expansão de 1 3,0% do créd ito ampliado a empresas refletiu principalmente os aumentos de 29,7% em títulos de dívida e de 11,1% no total da dívida externa .",74
202306,2023-06-01,4,"O crédito ampliad o às famílias situou -se em R$3,5 trilhões (34, 4% do PIB) em maio , com expansão de 0,5% no mês e de 14,0% em doze meses, refletindo , principalmente, o incremento nos empréstimos do SFN.",39
202306,2023-06-01,5,2. Operações de crédito do Sistema Financeiro Nacional (SFN),9
202306,2023-06-01,6,"O estoque das operações de crédito do SFN somou R$5,4 trilhões em maio , crescimento mensal de 0,3% . Esse resultado decorreu, basicamente, do incremento de 0,5% no estoque de crédito das operações com pessoas físicas , R$3,3 trilhões , enquanto o estoque de crédito às pessoas jurídicas permaneceu estável no período , em R$2,1 tril hões . Comparativamente ao mesmo mês do ano anterior , o crédito total cresceu 10,4 %, desacelerando em relação ao crescimento em doze meses observado em abril , 11,3% . Por segmento, na mesma base de comparação, o saldo de crédito com as pessoas jurídicas e com as pessoas físicas também desaceleraram , com aumentos de 4,4 %, ante 4,8 %, e de 14,6 %, ante 15,8 %, na ordem .",127
202306,2023-06-01,7,"O estoque de crédito com recursos livres para as empresas atingiu R$1, 3 trilhão em maio , com recuo de 0,4% no mês e expansão de 1,8% em doze meses . Esse desempenho decorreu, basicamente , da redução do estoque das operações de desconto de dupl icatas e outros recebíveis , -8,2% , e de capital de giro com prazo superior a 365 dias , -1,3% .",67
202306,2023-06-01,8,0510152025 mai 21 jul 21 set 21 nov 21 jan 22 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23%Saldos de crédito -Variação em 12 meses Total Livre Direcionado,36
202306,2023-06-01,9,"Nota para a Imprensa – 28.6.2023 O estoque de crédito com recursos livre s às pessoas físicas atingiu R$1,8 trilhão em maio , incremento de 0,8% no mês e de 12,9% em doze meses . Para esse resultado contribuíram as carteiras de cartão de crédito à vista , 2,4%, os financiamentos para aquisição de veículos , 0,9% , e o crédito consignado para trabalhadores do setor público , 0,6% .",70
202306,2023-06-01,10,"O crédito direcionado cresceu 0,4% no mês e 14,1% em doze meses ao atingir R$2,2 trilhões em maio . Por segmento, o crédito para as empresas cresceu 0,8% no mês e 9,4% em doze meses . O crédito às famílias aumentou 0,1% no mês e 16,8 % em doze meses .",51
202306,2023-06-01,11,"As concessões nominais de crédito somaram R$503,3 bilhões em maio . Nas séries sazonalmente ajustadas , o total de novas contratações aumentou 1,5% no mês , com incremento de 4,2% nas operações pactuadas com empresas e diminuição de 0,5% nas operações com as famílias . Nos doze meses até maio , a s concessões nominais aumentaram 10,5 %, com elevações de 6,3% nas contratações com pessoas jurídicas e de 14,0 % com pessoas físicas . A média diária de novas contratações diminuiu 5,5% em maio, ressaltando -se a ocorrência de quatro dias úteis a mais que no mês anterior .",100
202306,2023-06-01,12,"A taxa de juros das novas contratações alcançou 32,5 % a.a. em maio , com incrementos de 0,4 p.p. no mês e de 4,7 p.p. em doze meses . O spread bancário das novas contratações atingiu 22,3 p.p., com alta de 0,5 p.p. no mês e de 4,8 p.p. comparativamente a maio de 2022 .",55
202306,2023-06-01,13,"Nas operações de crédito com recursos livre s, a taxa de juros alcançou 45,4 % a.a. em maio , com incrementos de 0,3 p.p. no mês e de 7,4 p.p. em doze meses . Nas contratações com o segmento empresarial , a taxa de juros atingiu 23,8 % a.a. , assinalando estabilidade no mês e incremento de 1,9 p.p. em doze meses . No crédito às famílias , a taxa de juros atingi u 59,9%, com elevações de 0,3 p.p. no mês e de 9,5 p.p. em relação ao mesmo período do ano anterior .",95
202306,2023-06-01,14,"O Indicador de Custo do Crédito (ICC), que mede o custo médio de todo o crédito do SFN, caiu para 22, 4% a.a., diminuindo 0,1 p.p. no mês e elevando -se 2,3 p.p. em 12 meses.",36
202306,2023-06-01,15,"A inadimplência das operações de crédito do SFN aumentou 0,1 p.p. em maio , alcançando 3,6%. A inadimplência da carteira de pessoas jurídicas aumentou 0,1 p.p. no mês e 1,0 p.p. em relação a maio do 250300350400450500550600 mai 21 jul 21 set 21 nov 21 jan 22 mar 22 mai 22 jul 22 set 22 nov 22 jan 23 mar 23 mai 23R$ bilhõesConcessões de crédito Dessazonalizado Nominal",68
202306,2023-06-01,16,"Nota para a Imprensa – 28.6.2023 ano anterior , atingindo 2,5%. Na carteira de pessoas físicas , a inadimplência manteve -se estável no mês , com alta de 0,6 p.p. em doze meses , situando -se em 4,2%.",38
202306,2023-06-01,17,"No crédito livre, a inadimplência alcançou 4,9%, com elevações de 0,1 p.p. no mês e de 1,2 p.p. na comparação interanual . Nas operações com pessoas jurídicas, o indicador alcançou 3,0%, alta s de 0,2 p.p. no mês e de 1,3 p.p. em doze meses. Na carteira de pessoas físicas, a inadimplência atingiu 6,3%, com elevação de 0,1 p.p. e de 1,0 p.p. nas mesmas bases de comparação.",68
202306,2023-06-01,18,"O endividamento das famílias permaneceu em 48,5% em abril , estável no mês e com recuo de 1, 4 p.p. em doze meses. Nas mesmas bases de comparação, o comprometimento de renda aumentou 0,3 p.p. no mês e 1,7 p.p. em doze meses, situando -se em 27, 9%.",48
202306,2023-06-01,19,"A base monetária somou R$396,3 bilhões em maio, diminuição de 3,4% no mês e de 0,5% em doze meses. No mês, o volume de papel -moeda em circulação retraiu 0,4% e as reservas bancárias 15,2%.",35
202306,2023-06-01,20,"Entre os fluxos mensais dos fatores condicionantes da base monetária, apresentaram impactos contracionistas : as operações com títulos públicos federais, R$31,9 bilhões (resgates líquidos de R$78,2 bilhões no mercado primário e vendas líquidas de R$110,1 bilhões no mercado secundário) ; as de Redesconto e de Linhas de Liquidez, R$43 milhões ; e os depósitos de in stituições financeiras, R$10,8 bilhões (recebimentos de depósitos voluntários a prazo, -R$14,4 bilhões, recolhimentos de recursos não aplicados em operações de microfinanças, -R$135 milhões, liberação de recursos de depósitos a prazo, R$1,1 bilhão, de rec ursos de caderneta de poupança, R$371 milhões, depósitos de garantia em espécie vinculadas a Linhas Financeiras de Liquidez – LFL, R$830 milhões, de depósitos para compensação de cheques e outros papeis,R$145 milhões e de recursos do Proagro, R$1,5 bilhão) . No sentido expansionista, contribuíram as operações do Tesouro Nacional, R$15,8 bilhões ; do setor externo, R$6,4 bilhões ; e com derivativos, R$3 bilhões.",153
202306,2023-06-01,21,"Os meios de pagamento restritos (M1) atingiram R$57 8,1 bilhões, decréscimo de 2,1% no mês, resultad o da diminuição do papel -moeda em poder do público de 0,2% e dos depósitos à vista em 3,8%, respectivamente. Considerando -se dados dessazonalizados, o M1 recuou 1,4% no mês.",46
202306,2023-06-01,22,01234567 mai 19 ago 19 nov 19 fev 20 mai 20 ago 20 nov 20 fev 21 mai 21 ago 21 nov 21 fev 22 mai 22 ago 22 nov 22 fev 23 mai 23%Inadimplência -Recursos livres Pessoa Jurídica Pessoa Física Total,42
202306,2023-06-01,23,"Nota para a Imprensa – 28.6.2023 O M2 cresc eu 1,2% no mês, com saldo total de R$5,3 trilhões, refletindo o aument o de 2,1% no saldo de títulos emitidos por instituições financeiras , que alcançou R$3,8 trilhões, resultado da expansão de 2,8% no saldo das letras de crédito (LCA e LCI). O saldo dos depósitos a prazo aumentou 2,3% no período, após captações líquidas de R$30,8 bilhões no período, enquanto o saldo dos depósitos de poupança recuou 0,6%, totalizando R$960 bilhões, após resgates líquidos de R$11,7 bilhões. O M3 aumentou 0,9% no período, totalizando R$10,0 trilhões, reflexo d a elevação do M2 e do aumento do saldo das operações compromissadas com títulos públicos (14,4%) e com t ítulos privados (12,5%). O saldo das quotas de fundos do mercado monetário manteve -se praticamente estável (R$4,5 trilhões), com variação positiva de 0,1%. O M4 avançou 0,8% no mês, totalizando R$11,1 trilhões. Em 12 meses a variação foi de 10,3% .",159
202306,2023-06-01,24,4. Alteraç ão na política de revisão das estatísticas monetárias e de crédito,13
202306,2023-06-01,25,"Em função da recente atualização da Política de Revisão das Estatísticas Econômicas Oficiais C ompiladas pelo Departamento de Estatísticas (DSTAT) do Banco Central do Brasil , comunicamos que, a partir de 2024, a revisão ordinária anual das seguintes estatísticas ocorrerá nos seguintes meses :",44
202306,2023-06-01,26,a) estatísticas de crédito : em junho ; b) estatísticas de agregados monetários : em março ; c) estatísticas de títulos: em março ; d) estatísticas bancárias internacionais: em setembro ; e) endividamento e comprometimento de renda: em junho .,40
202307,2023-07-01,1,Nota para a Imprensa – 27.7.2023 1. Crédito ampliado ao setor não financeiro,13
202307,2023-07-01,2,"Em junho, o saldo do crédito ampliado ao setor não financeiro atingiu R$15,2 trilhões (147, 6% do PIB), crescendo 0,8% no mês, devido principalmente à alta de 3,4% n os títulos públicos de dívida. Na comparação interanual, o crédito ampliado aumentou 7,7%, sobressaindo as elevações na carteira de empréstimos , 9,0%, e nos títulos de dívida , 9,8%. O crédito ampliado a empresas situou -se em R$5,2 trilhões (50,5% do PIB), com redução de 0,6% no mês, influenciad a principalmente pela retração de 4,7% na dívida externa, associada à apreciação cambial de 5,4%. Na comparação com junho de 2022, a expansão de 7,4% do crédito ampliado a empresas refletiu principalmente o aumento de 27,9% em títulos de dívida. O crédito a mpliado às famílias situou -se em R$3,5 trilhões (34,2% do PIB) em junho, com retração de 0,5% no mês e expansão de 12,2% em doze meses, refletindo o incremento nos empréstimos do SFN.",154
202307,2023-07-01,3,"2. Operações de crédito do Sistema Financeiro Nacional (SFN) O volume de crédito total do SFN atingiu R$5,4 trilhões em junho , com elevação de 0,1 % no mês . Esse desempenho foi influenciado , principalmente , pelo crescimento de 1,0% no crédito destinado às empresas , saldo de R$2,1 trilhões , enquanto o crédito às famílias diminuiu 0,4% no mês , situando -se em R$3,3 trilhões . Na comparação interanual, o crédito total aumentou 8,9%, evidencian do desaceleração em relação à expansão de 10,6% verificada em maio deste ano . Por segmento, nas mesmas bases de comparação, os volumes de crédito para empresas e famílias também registraram arrefecimento , com incrementos de 3,5 %, ante 4,5 %, e de 12,8 %, ante 14 ,8%, na ordem . O volume de crédito com recursos livres para as pessoas jurídicas atingiu saldo de R$1, 4 trilhão em junho , com incrementos de 1,4% no mês e de 1,1 % em doze meses . Destacaram- se os crescimentos mensais das carteiras de desconto de duplicatas , 9,2%, influenciada por fatores sazonais , outros créditos livres , 7,9% , e adiantamentos de contratos de câmbio , 2,0%.",194
202307,2023-07-01,4,"O saldo de crédito com recursos livre s às pessoas físicas totalizou R$1,8 trilhão em junho, com redução mensal de 1,3 % e incremento de 10,6 % em doze meses . Essa redução mensal mostrou -se bastante 0510152025 jun 21 ago 21 out 21 dez 21 fev 22 abr 22 jun 22 ago 22 out 22 dez 22 fev 23 abr 23 jun 23%Saldos de crédito -Variação em 12 meses Total Livre Direcionado",73
202307,2023-07-01,5,"Nota para a Imprensa – 27.7.2023 disseminada entre as modalidades , com destaque para o crédito pessoal não consignado , -2,8%, o cartão de crédito , -1,1%, e o crédito consignado para aposentados e pensionistas do INSS , -1,9% .",40
